"","x"
"1511","https://www.icpsr.umich.edu/web/ICPSR/studies/13356"
"1512","https://www.icpsr.umich.edu/web/ICPSR/studies/13354"
"1513","https://www.icpsr.umich.edu/web/ICPSR/studies/13353"
"1514","https://www.icpsr.umich.edu/web/ICPSR/studies/13352"
"1515","https://www.icpsr.umich.edu/web/ICPSR/studies/13351"
"1516","https://www.icpsr.umich.edu/web/ICPSR/studies/13349"
"1517","https://www.icpsr.umich.edu/web/ICPSR/studies/13348"
"1518","https://www.icpsr.umich.edu/web/ICPSR/studies/13347"
"1519","https://www.icpsr.umich.edu/web/ICPSR/studies/13345"
"1520","https://www.icpsr.umich.edu/web/ICPSR/studies/33203"
"1521","https://www.icpsr.umich.edu/web/ICPSR/studies/13575"
"1522","https://www.icpsr.umich.edu/web/ICPSR/studies/13574"
"1523","https://www.icpsr.umich.edu/web/ICPSR/studies/13573"
"1524","https://www.icpsr.umich.edu/web/ICPSR/studies/13572"
"1525","https://www.icpsr.umich.edu/web/ICPSR/studies/13571"
"1526","https://www.icpsr.umich.edu/web/ICPSR/studies/13567"
"1527","https://www.icpsr.umich.edu/web/ICPSR/studies/13565"
"1528","https://www.icpsr.umich.edu/web/ICPSR/studies/13564"
"1529","https://www.icpsr.umich.edu/web/ICPSR/studies/13563"
"1530","https://www.icpsr.umich.edu/web/ICPSR/studies/13562"
"1531","https://www.icpsr.umich.edu/web/ICPSR/studies/13561"
"1532","https://www.icpsr.umich.edu/web/ICPSR/studies/13560"
"1533","https://www.icpsr.umich.edu/web/ICPSR/studies/13559"
"1534","https://www.icpsr.umich.edu/web/ICPSR/studies/13558"
"1535","https://www.icpsr.umich.edu/web/ICPSR/studies/13557"
"1536","https://www.icpsr.umich.edu/web/ICPSR/studies/13556"
"1537","https://www.icpsr.umich.edu/web/ICPSR/studies/13555"
"1538","https://www.icpsr.umich.edu/web/ICPSR/studies/13554"
"1539","https://www.icpsr.umich.edu/web/ICPSR/studies/13553"
"1540","https://www.icpsr.umich.edu/web/ICPSR/studies/13343"
"1541","https://www.icpsr.umich.edu/web/ICPSR/studies/13341"
"1542","https://www.icpsr.umich.edu/web/ICPSR/studies/13288"
"1543","https://www.icpsr.umich.edu/web/ICPSR/studies/13286"
"1544","https://www.icpsr.umich.edu/web/ICPSR/studies/13285"
"1545","https://www.icpsr.umich.edu/web/ICPSR/studies/13284"
"1546","https://www.icpsr.umich.edu/web/ICPSR/studies/13283"
"1547","https://www.icpsr.umich.edu/web/ICPSR/studies/13282"
"1548","https://www.icpsr.umich.edu/web/ICPSR/studies/13281"
"1549","https://www.icpsr.umich.edu/web/ICPSR/studies/13280"
"1550","https://www.icpsr.umich.edu/web/ICPSR/studies/13279"
"1551","https://www.icpsr.umich.edu/web/ICPSR/studies/13278"
"1552","https://www.icpsr.umich.edu/web/ICPSR/studies/13277"
"1553","https://www.icpsr.umich.edu/web/ICPSR/studies/13276"
"1554","https://www.icpsr.umich.edu/web/ICPSR/studies/13275"
"1555","https://www.icpsr.umich.edu/web/ICPSR/studies/13274"
"1556","https://www.icpsr.umich.edu/web/ICPSR/studies/13273"
"1557","https://www.icpsr.umich.edu/web/ICPSR/studies/13272"
"1558","https://www.icpsr.umich.edu/web/ICPSR/studies/13271"
"1559","https://www.icpsr.umich.edu/web/ICPSR/studies/13270"
"1560","https://www.icpsr.umich.edu/web/ICPSR/studies/13269"
"1561","https://www.icpsr.umich.edu/web/ICPSR/studies/13268"
"1562","https://www.icpsr.umich.edu/web/ICPSR/studies/13267"
"1563","https://www.icpsr.umich.edu/web/ICPSR/studies/13266"
"1564","https://www.icpsr.umich.edu/web/ICPSR/studies/13265"
"1565","https://www.icpsr.umich.edu/web/ICPSR/studies/13264"
"1566","https://www.icpsr.umich.edu/web/ICPSR/studies/13263"
"1567","https://www.icpsr.umich.edu/web/ICPSR/studies/13262"
"1568","https://www.icpsr.umich.edu/web/ICPSR/studies/13261"
"1569","https://www.icpsr.umich.edu/web/ICPSR/studies/13260"
"1570","https://www.icpsr.umich.edu/web/ICPSR/studies/13259"
"1571","https://www.icpsr.umich.edu/web/ICPSR/studies/13258"
"1572","https://www.icpsr.umich.edu/web/ICPSR/studies/13257"
"1573","https://www.icpsr.umich.edu/web/ICPSR/studies/13256"
"1574","https://www.icpsr.umich.edu/web/ICPSR/studies/13255"
"1575","https://www.icpsr.umich.edu/web/ICPSR/studies/13254"
"1576","https://www.icpsr.umich.edu/web/ICPSR/studies/13253"
"1577","https://www.icpsr.umich.edu/web/ICPSR/studies/13252"
"1578","https://www.icpsr.umich.edu/web/ICPSR/studies/13251"
"1579","https://www.icpsr.umich.edu/web/ICPSR/studies/13250"
"1580","https://www.icpsr.umich.edu/web/ICPSR/studies/13249"
"1581","https://www.icpsr.umich.edu/web/ICPSR/studies/13248"
"1582","https://www.icpsr.umich.edu/web/ICPSR/studies/13247"
"1583","https://www.icpsr.umich.edu/web/ICPSR/studies/13246"
"1584","https://www.icpsr.umich.edu/web/ICPSR/studies/13245"
"1585","https://www.icpsr.umich.edu/web/ICPSR/studies/13244"
"1586","https://www.icpsr.umich.edu/web/ICPSR/studies/13243"
"1587","https://www.icpsr.umich.edu/web/ICPSR/studies/13242"
"1588","https://www.icpsr.umich.edu/web/ICPSR/studies/13241"
"1589","https://www.icpsr.umich.edu/web/ICPSR/studies/13240"
"1590","https://www.icpsr.umich.edu/web/ICPSR/studies/13239"
"1591","https://www.icpsr.umich.edu/web/ICPSR/studies/13238"
"1592","https://www.icpsr.umich.edu/web/ICPSR/studies/13237"
"1593","https://www.icpsr.umich.edu/web/ICPSR/studies/13236"
"1594","https://www.icpsr.umich.edu/web/ICPSR/studies/13235"
"1595","https://www.icpsr.umich.edu/web/ICPSR/studies/13234"
"1596","https://www.icpsr.umich.edu/web/ICPSR/studies/13233"
"1597","https://www.icpsr.umich.edu/web/ICPSR/studies/13885"
"1598","https://www.icpsr.umich.edu/web/ICPSR/studies/3144"
"1599","https://www.icpsr.umich.edu/web/ICPSR/studies/3020"
"1600","https://www.icpsr.umich.edu/web/ICPSR/studies/22540"
"1601","https://www.icpsr.umich.edu/web/ICPSR/studies/22520"
"1602","https://www.icpsr.umich.edu/web/ICPSR/studies/21804"
"1603","https://www.icpsr.umich.edu/web/ICPSR/studies/21803"
"1604","https://www.icpsr.umich.edu/web/ICPSR/studies/21800"
"1605","https://www.icpsr.umich.edu/web/ICPSR/studies/21761"
"1606","https://www.icpsr.umich.edu/web/ICPSR/studies/21760"
"1607","https://www.icpsr.umich.edu/web/ICPSR/studies/21742"
"1608","https://www.icpsr.umich.edu/web/ICPSR/studies/9450"
"1609","https://www.icpsr.umich.edu/web/ICPSR/studies/9402"
"1610","https://www.icpsr.umich.edu/web/ICPSR/studies/8976"
"1611","https://www.icpsr.umich.edu/web/ICPSR/studies/13577"
"1612","https://www.icpsr.umich.edu/web/ICPSR/studies/3761"
"1613","https://www.icpsr.umich.edu/web/ICPSR/studies/2913"
"1614","https://www.icpsr.umich.edu/web/ICPSR/studies/9451"
"1615","https://www.icpsr.umich.edu/web/ICPSR/studies/8918"
"1616","https://www.icpsr.umich.edu/web/ICPSR/studies/4010"
"1617","https://www.icpsr.umich.edu/web/ICPSR/studies/8062"
"1618","https://www.icpsr.umich.edu/web/ICPSR/studies/8106"
"1619","https://www.icpsr.umich.edu/web/ICPSR/studies/8904"
"1620","https://www.icpsr.umich.edu/web/ICPSR/studies/2700"
"1621","https://www.icpsr.umich.edu/web/ICPSR/studies/8070"
"1622","https://www.icpsr.umich.edu/web/ICPSR/studies/9552"
"1623","https://www.icpsr.umich.edu/web/ICPSR/studies/8423"
"1624","https://www.icpsr.umich.edu/web/ICPSR/studies/6799"
"1625","https://www.icpsr.umich.edu/web/ICPSR/studies/8598"
"1626","https://www.icpsr.umich.edu/web/ICPSR/studies/4102"
"1627","https://www.icpsr.umich.edu/web/ICPSR/studies/6372"
"1628","https://www.icpsr.umich.edu/web/ICPSR/studies/8864"
"1629","https://www.icpsr.umich.edu/web/ICPSR/studies/9836"
"1630","https://www.icpsr.umich.edu/web/ICPSR/studies/2264"
"1631","https://www.icpsr.umich.edu/web/ICPSR/studies/6546"
"1632","https://www.icpsr.umich.edu/web/ICPSR/studies/6319"
"1633","https://www.icpsr.umich.edu/web/ICPSR/studies/34605"
"1634","https://www.icpsr.umich.edu/web/ICPSR/studies/2392"
"1635","https://www.icpsr.umich.edu/web/ICPSR/studies/9034"
"1636","https://www.icpsr.umich.edu/web/ICPSR/studies/6320"
"1637","https://www.icpsr.umich.edu/web/ICPSR/studies/4052"
"1638","https://www.icpsr.umich.edu/web/ICPSR/studies/176"
"1639","https://www.icpsr.umich.edu/web/ICPSR/studies/6710"
"1640","https://www.icpsr.umich.edu/web/ICPSR/studies/2702"
"1641","https://www.icpsr.umich.edu/web/ICPSR/studies/2201"
"1642","https://www.icpsr.umich.edu/web/ICPSR/studies/4345"
"1643","https://www.icpsr.umich.edu/web/ICPSR/studies/37274"
"1644","https://www.icpsr.umich.edu/web/ICPSR/studies/32282"
"1645","https://www.icpsr.umich.edu/web/ICPSR/studies/2838"
"1646","https://www.icpsr.umich.edu/web/ICPSR/studies/35519"
"1647","https://www.icpsr.umich.edu/web/ICPSR/studies/4314"
"1648","https://www.icpsr.umich.edu/web/ICPSR/studies/6580"
"1649","https://www.icpsr.umich.edu/web/ICPSR/studies/9480"
"1650","https://www.icpsr.umich.edu/web/ICPSR/studies/4573"
"1651","https://www.icpsr.umich.edu/web/ICPSR/studies/35197"
"1652","https://www.icpsr.umich.edu/web/ICPSR/studies/8600"
"1653","https://www.icpsr.umich.edu/web/ICPSR/studies/7752"
"1654","https://www.icpsr.umich.edu/web/ICPSR/studies/8603"
"1655","https://www.icpsr.umich.edu/web/ICPSR/studies/8152"
"1656","https://www.icpsr.umich.edu/web/ICPSR/studies/9805"
"1657","https://www.icpsr.umich.edu/web/ICPSR/studies/8363"
"1658","https://www.icpsr.umich.edu/web/ICPSR/studies/8868"
"1659","https://www.icpsr.umich.edu/web/ICPSR/studies/6068"
"1660","https://www.icpsr.umich.edu/web/ICPSR/studies/37221"
"1661","https://www.icpsr.umich.edu/web/ICPSR/studies/9321"
"1662","https://www.icpsr.umich.edu/web/ICPSR/studies/20741"
"1663","https://www.icpsr.umich.edu/web/ICPSR/studies/36696"
"1664","https://www.icpsr.umich.edu/web/ICPSR/studies/4679"
"1665","https://www.icpsr.umich.edu/web/ICPSR/studies/3085"
"1666","https://www.icpsr.umich.edu/web/ICPSR/studies/9375"
"1667","https://www.icpsr.umich.edu/web/ICPSR/studies/26462"
"1668","https://www.icpsr.umich.edu/web/ICPSR/studies/8616"
"1669","https://www.icpsr.umich.edu/web/ICPSR/studies/34802"
"1670","https://www.icpsr.umich.edu/web/ICPSR/studies/2794"
"1671","https://www.icpsr.umich.edu/web/ICPSR/studies/6375"
"1672","https://www.icpsr.umich.edu/web/ICPSR/studies/9022"
"1673","https://www.icpsr.umich.edu/web/ICPSR/studies/8223"
"1674","https://www.icpsr.umich.edu/web/ICPSR/studies/36454"
"1675","https://www.icpsr.umich.edu/web/ICPSR/studies/8451"
"1676","https://www.icpsr.umich.edu/web/ICPSR/studies/2971"
"1677","https://www.icpsr.umich.edu/web/ICPSR/studies/21661"
"1678","https://www.icpsr.umich.edu/web/ICPSR/studies/4402"
"1679","https://www.icpsr.umich.edu/web/ICPSR/studies/2824"
"1680","https://www.icpsr.umich.edu/web/ICPSR/studies/3764"
"1681","https://www.icpsr.umich.edu/web/ICPSR/studies/30282"
"1682","https://www.icpsr.umich.edu/web/ICPSR/studies/36746"
"1683","https://www.icpsr.umich.edu/web/ICPSR/studies/3415"
"1684","https://www.icpsr.umich.edu/web/ICPSR/studies/2533"
"1685","https://www.icpsr.umich.edu/web/ICPSR/studies/6222"
"1686","https://www.icpsr.umich.edu/web/ICPSR/studies/7612"
"1687","https://www.icpsr.umich.edu/web/ICPSR/studies/7604"
"1688","https://www.icpsr.umich.edu/web/ICPSR/studies/9341"
"1689","https://www.icpsr.umich.edu/web/ICPSR/studies/7778"
"1690","https://www.icpsr.umich.edu/web/ICPSR/studies/8319"
"1691","https://www.icpsr.umich.edu/web/ICPSR/studies/8234"
"1692","https://www.icpsr.umich.edu/web/ICPSR/studies/2559"
"1693","https://www.icpsr.umich.edu/web/ICPSR/studies/4640"
"1694","https://www.icpsr.umich.edu/web/ICPSR/studies/3306"
"1695","https://www.icpsr.umich.edu/web/ICPSR/studies/7728"
"1696","https://www.icpsr.umich.edu/web/ICPSR/studies/7727"
"1697","https://www.icpsr.umich.edu/web/ICPSR/studies/7511"
"1698","https://www.icpsr.umich.edu/web/ICPSR/studies/4564"
"1699","https://www.icpsr.umich.edu/web/ICPSR/studies/9023"
"1700","https://www.icpsr.umich.edu/web/ICPSR/studies/7898"
"1701","https://www.icpsr.umich.edu/web/ICPSR/studies/6257"
"1702","https://www.icpsr.umich.edu/web/ICPSR/studies/7959"
"1703","https://www.icpsr.umich.edu/web/ICPSR/studies/8263"
"1704","https://www.icpsr.umich.edu/web/ICPSR/studies/4357"
"1705","https://www.icpsr.umich.edu/web/ICPSR/studies/9035"
"1706","https://www.icpsr.umich.edu/web/ICPSR/studies/26521"
"1707","https://www.icpsr.umich.edu/web/ICPSR/studies/9914"
"1708","https://www.icpsr.umich.edu/web/ICPSR/studies/7957"
"1709","https://www.icpsr.umich.edu/web/ICPSR/studies/7418"
"1710","https://www.icpsr.umich.edu/web/ICPSR/studies/7416"
"1711","https://www.icpsr.umich.edu/web/ICPSR/studies/7330"
"1712","https://www.icpsr.umich.edu/web/ICPSR/studies/6940"
"1713","https://www.icpsr.umich.edu/web/ICPSR/studies/8715"
"1714","https://www.icpsr.umich.edu/web/ICPSR/studies/8513"
"1715","https://www.icpsr.umich.edu/web/ICPSR/studies/3064"
"1716","https://www.icpsr.umich.edu/web/ICPSR/studies/2893"
"1717","https://www.icpsr.umich.edu/web/ICPSR/studies/2597"
"1718","https://www.icpsr.umich.edu/web/ICPSR/studies/9173"
"1719","https://www.icpsr.umich.edu/web/ICPSR/studies/9171"
"1720","https://www.icpsr.umich.edu/web/ICPSR/studies/7958"
"1721","https://www.icpsr.umich.edu/web/ICPSR/studies/9057"
"1722","https://www.icpsr.umich.edu/web/ICPSR/studies/8680"
"1723","https://www.icpsr.umich.edu/web/ICPSR/studies/8411"
"1724","https://www.icpsr.umich.edu/web/ICPSR/studies/3820"
"1725","https://www.icpsr.umich.edu/web/ICPSR/studies/3927"
"1726","https://www.icpsr.umich.edu/web/ICPSR/studies/30181"
"1727","https://www.icpsr.umich.edu/web/ICPSR/studies/25021"
"1728","https://www.icpsr.umich.edu/web/ICPSR/studies/6518"
"1729","https://www.icpsr.umich.edu/web/ICPSR/studies/9847"
"1730","https://www.icpsr.umich.edu/web/ICPSR/studies/9083"
"1731","https://www.icpsr.umich.edu/web/ICPSR/studies/3209"
"1732","https://www.icpsr.umich.edu/web/ICPSR/studies/9172"
"1733","https://www.icpsr.umich.edu/web/ICPSR/studies/7401"
"1734","https://www.icpsr.umich.edu/web/ICPSR/studies/9343"
"1735","https://www.icpsr.umich.edu/web/ICPSR/studies/6195"
"1736","https://www.icpsr.umich.edu/web/ICPSR/studies/8364"
"1737","https://www.icpsr.umich.edu/web/ICPSR/studies/3396"
"1738","https://www.icpsr.umich.edu/web/ICPSR/studies/36724"
"1739","https://www.icpsr.umich.edu/web/ICPSR/studies/3843"
"1740","https://www.icpsr.umich.edu/web/ICPSR/studies/3270"
"1741","https://www.icpsr.umich.edu/web/ICPSR/studies/6299"
"1742","https://www.icpsr.umich.edu/web/ICPSR/studies/7260"
"1743","https://www.icpsr.umich.edu/web/ICPSR/studies/9519"
"1744","https://www.icpsr.umich.edu/web/ICPSR/studies/2089"
"1745","https://www.icpsr.umich.edu/web/ICPSR/studies/36146"
"1746","https://www.icpsr.umich.edu/web/ICPSR/studies/4134"
"1747","https://www.icpsr.umich.edu/web/ICPSR/studies/27241"
"1748","https://www.icpsr.umich.edu/web/ICPSR/studies/22627"
"1749","https://www.icpsr.umich.edu/web/ICPSR/studies/3228"
"1750","https://www.icpsr.umich.edu/web/ICPSR/studies/3199"
"1751","https://www.icpsr.umich.edu/web/ICPSR/studies/6647"
"1752","https://www.icpsr.umich.edu/web/ICPSR/studies/9723"
"1753","https://www.icpsr.umich.edu/web/ICPSR/studies/7417"
"1754","https://www.icpsr.umich.edu/web/ICPSR/studies/6360"
"1755","https://www.icpsr.umich.edu/web/ICPSR/studies/9360"
"1756","https://www.icpsr.umich.edu/web/ICPSR/studies/9322"
"1757","https://www.icpsr.umich.edu/web/ICPSR/studies/9082"
"1758","https://www.icpsr.umich.edu/web/ICPSR/studies/8340"
"1759","https://www.icpsr.umich.edu/web/ICPSR/studies/37105"
"1760","https://www.icpsr.umich.edu/web/ICPSR/studies/4590"
"1761","https://www.icpsr.umich.edu/web/ICPSR/studies/3160"
"1762","https://www.icpsr.umich.edu/web/ICPSR/studies/37301"
"1763","https://www.icpsr.umich.edu/web/ICPSR/studies/33444"
"1764","https://www.icpsr.umich.edu/web/ICPSR/studies/30799"
"1765","https://www.icpsr.umich.edu/web/ICPSR/studies/28521"
"1766","https://www.icpsr.umich.edu/web/ICPSR/studies/27742"
"1767","https://www.icpsr.umich.edu/web/ICPSR/studies/9724"
"1768","https://www.icpsr.umich.edu/web/ICPSR/studies/7807"
"1769","https://www.icpsr.umich.edu/web/ICPSR/studies/6422"
"1770","https://www.icpsr.umich.edu/web/ICPSR/studies/9361"
"1771","https://www.icpsr.umich.edu/web/ICPSR/studies/8460"
"1772","https://www.icpsr.umich.edu/web/ICPSR/studies/32441"
"1773","https://www.icpsr.umich.edu/web/ICPSR/studies/36319"
"1774","https://www.icpsr.umich.edu/web/ICPSR/studies/3991"
"1775","https://www.icpsr.umich.edu/web/ICPSR/studies/3341"
"1776","https://www.icpsr.umich.edu/web/ICPSR/studies/2661"
"1777","https://www.icpsr.umich.edu/web/ICPSR/studies/178"
"1778","https://www.icpsr.umich.edu/web/ICPSR/studies/9344"
"1779","https://www.icpsr.umich.edu/web/ICPSR/studies/9812"
"1780","https://www.icpsr.umich.edu/web/ICPSR/studies/8044"
"1781","https://www.icpsr.umich.edu/web/ICPSR/studies/9576"
"1782","https://www.icpsr.umich.edu/web/ICPSR/studies/2864"
"1783","https://www.icpsr.umich.edu/web/ICPSR/studies/3363"
"1784","https://www.icpsr.umich.edu/web/ICPSR/studies/9095"
"1785","https://www.icpsr.umich.edu/web/ICPSR/studies/6345"
"1786","https://www.icpsr.umich.edu/web/ICPSR/studies/36147"
"1787","https://www.icpsr.umich.edu/web/ICPSR/studies/4059"
"1788","https://www.icpsr.umich.edu/web/ICPSR/studies/6044"
"1789","https://www.icpsr.umich.edu/web/ICPSR/studies/21281"
"1790","https://www.icpsr.umich.edu/web/ICPSR/studies/36145"
"1791","https://www.icpsr.umich.edu/web/ICPSR/studies/3731"
"1792","https://www.icpsr.umich.edu/web/ICPSR/studies/4341"
"1793","https://www.icpsr.umich.edu/web/ICPSR/studies/3674"
"1794","https://www.icpsr.umich.edu/web/ICPSR/studies/3661"
"1795","https://www.icpsr.umich.edu/web/ICPSR/studies/9521"
"1796","https://www.icpsr.umich.edu/web/ICPSR/studies/6053"
"1797","https://www.icpsr.umich.edu/web/ICPSR/studies/6939"
"1798","https://www.icpsr.umich.edu/web/ICPSR/studies/6535"
"1799","https://www.icpsr.umich.edu/web/ICPSR/studies/6196"
"1800","https://www.icpsr.umich.edu/web/ICPSR/studies/21521"
"1801","https://www.icpsr.umich.edu/web/ICPSR/studies/20322"
"1802","https://www.icpsr.umich.edu/web/ICPSR/studies/2892"
"1803","https://www.icpsr.umich.edu/web/ICPSR/studies/2830"
"1804","https://www.icpsr.umich.edu/web/ICPSR/studies/2353"
"1805","https://www.icpsr.umich.edu/web/ICPSR/studies/34540"
"1806","https://www.icpsr.umich.edu/web/ICPSR/studies/4289"
"1807","https://www.icpsr.umich.edu/web/ICPSR/studies/37662"
"1808","https://www.icpsr.umich.edu/web/ICPSR/studies/6224"
"1809","https://www.icpsr.umich.edu/web/ICPSR/studies/34984"
"1810","https://www.icpsr.umich.edu/web/ICPSR/studies/3473"
"1811","https://www.icpsr.umich.edu/web/ICPSR/studies/28184"
"1812","https://www.icpsr.umich.edu/web/ICPSR/studies/28182"
"1813","https://www.icpsr.umich.edu/web/ICPSR/studies/6839"
"1814","https://www.icpsr.umich.edu/web/ICPSR/studies/6752"
"1815","https://www.icpsr.umich.edu/web/ICPSR/studies/21460"
"1816","https://www.icpsr.umich.edu/web/ICPSR/studies/9771"
"1817","https://www.icpsr.umich.edu/web/ICPSR/studies/34793"
"1818","https://www.icpsr.umich.edu/web/ICPSR/studies/34676"
"1819","https://www.icpsr.umich.edu/web/ICPSR/studies/34545"
"1820","https://www.icpsr.umich.edu/web/ICPSR/studies/3521"
"1821","https://www.icpsr.umich.edu/web/ICPSR/studies/34384"
"1822","https://www.icpsr.umich.edu/web/ICPSR/studies/34264"
"1823","https://www.icpsr.umich.edu/web/ICPSR/studies/3337"
"1824","https://www.icpsr.umich.edu/web/ICPSR/studies/3475"
"1825","https://www.icpsr.umich.edu/web/ICPSR/studies/34990"
"1826","https://www.icpsr.umich.edu/web/ICPSR/studies/29921"
"1827","https://www.icpsr.umich.edu/web/ICPSR/studies/6344"
"1828","https://www.icpsr.umich.edu/web/ICPSR/studies/22760"
"1829","https://www.icpsr.umich.edu/web/ICPSR/studies/22100"
"1830","https://www.icpsr.umich.edu/web/ICPSR/studies/6748"
"1831","https://www.icpsr.umich.edu/web/ICPSR/studies/6045"
"1832","https://www.icpsr.umich.edu/web/ICPSR/studies/21522"
"1833","https://www.icpsr.umich.edu/web/ICPSR/studies/9518"
"1834","https://www.icpsr.umich.edu/web/ICPSR/studies/30641"
"1835","https://www.icpsr.umich.edu/web/ICPSR/studies/21160"
"1836","https://www.icpsr.umich.edu/web/ICPSR/studies/3208"
"1837","https://www.icpsr.umich.edu/web/ICPSR/studies/30461"
"1838","https://www.icpsr.umich.edu/web/ICPSR/studies/29842"
"1839","https://www.icpsr.umich.edu/web/ICPSR/studies/28186"
"1840","https://www.icpsr.umich.edu/web/ICPSR/studies/25162"
"1841","https://www.icpsr.umich.edu/web/ICPSR/studies/7275"
"1842","https://www.icpsr.umich.edu/web/ICPSR/studies/4563"
"1843","https://www.icpsr.umich.edu/web/ICPSR/studies/20321"
"1844","https://www.icpsr.umich.edu/web/ICPSR/studies/9958"
"1845","https://www.icpsr.umich.edu/web/ICPSR/studies/9957"
"1846","https://www.icpsr.umich.edu/web/ICPSR/studies/9577"
"1847","https://www.icpsr.umich.edu/web/ICPSR/studies/34242"
"1848","https://www.icpsr.umich.edu/web/ICPSR/studies/34222"
"1849","https://www.icpsr.umich.edu/web/ICPSR/studies/4116"
"1850","https://www.icpsr.umich.edu/web/ICPSR/studies/3543"
"1851","https://www.icpsr.umich.edu/web/ICPSR/studies/6796"
"1852","https://www.icpsr.umich.edu/web/ICPSR/studies/36038"
"1853","https://www.icpsr.umich.edu/web/ICPSR/studies/34626"
"1854","https://www.icpsr.umich.edu/web/ICPSR/studies/4580"
"1855","https://www.icpsr.umich.edu/web/ICPSR/studies/3930"
"1856","https://www.icpsr.umich.edu/web/ICPSR/studies/4641"
"1857","https://www.icpsr.umich.edu/web/ICPSR/studies/3688"
"1858","https://www.icpsr.umich.edu/web/ICPSR/studies/177"
"1859","https://www.icpsr.umich.edu/web/ICPSR/studies/4581"
"1860","https://www.icpsr.umich.edu/web/ICPSR/studies/4075"
"1861","https://www.icpsr.umich.edu/web/ICPSR/studies/27868"
"1862","https://www.icpsr.umich.edu/web/ICPSR/studies/8049"
"1863","https://www.icpsr.umich.edu/web/ICPSR/studies/6210"
"1864","https://www.icpsr.umich.edu/web/ICPSR/studies/6047"
"1865","https://www.icpsr.umich.edu/web/ICPSR/studies/28183"
"1866","https://www.icpsr.umich.edu/web/ICPSR/studies/23368"
"1867","https://www.icpsr.umich.edu/web/ICPSR/studies/6146"
"1868","https://www.icpsr.umich.edu/web/ICPSR/studies/6111"
"1869","https://www.icpsr.umich.edu/web/ICPSR/studies/4667"
"1870","https://www.icpsr.umich.edu/web/ICPSR/studies/21442"
"1871","https://www.icpsr.umich.edu/web/ICPSR/studies/20761"
"1872","https://www.icpsr.umich.edu/web/ICPSR/studies/9697"
"1873","https://www.icpsr.umich.edu/web/ICPSR/studies/8434"
"1874","https://www.icpsr.umich.edu/web/ICPSR/studies/35505"
"1875","https://www.icpsr.umich.edu/web/ICPSR/studies/34556"
"1876","https://www.icpsr.umich.edu/web/ICPSR/studies/34084"
"1877","https://www.icpsr.umich.edu/web/ICPSR/studies/2088"
"1878","https://www.icpsr.umich.edu/web/ICPSR/studies/36662"
"1879","https://www.icpsr.umich.edu/web/ICPSR/studies/9749"
"1880","https://www.icpsr.umich.edu/web/ICPSR/studies/3476"
"1881","https://www.icpsr.umich.edu/web/ICPSR/studies/3950"
"1882","https://www.icpsr.umich.edu/web/ICPSR/studies/3732"
"1883","https://www.icpsr.umich.edu/web/ICPSR/studies/3384"
"1884","https://www.icpsr.umich.edu/web/ICPSR/studies/3340"
"1885","https://www.icpsr.umich.edu/web/ICPSR/studies/4626"
"1886","https://www.icpsr.umich.edu/web/ICPSR/studies/6318"
"1887","https://www.icpsr.umich.edu/web/ICPSR/studies/9811"
"1888","https://www.icpsr.umich.edu/web/ICPSR/studies/9714"
"1889","https://www.icpsr.umich.edu/web/ICPSR/studies/6708"
"1890","https://www.icpsr.umich.edu/web/ICPSR/studies/29761"
"1891","https://www.icpsr.umich.edu/web/ICPSR/studies/28185"
"1892","https://www.icpsr.umich.edu/web/ICPSR/studies/7839"
"1893","https://www.icpsr.umich.edu/web/ICPSR/studies/6721"
"1894","https://www.icpsr.umich.edu/web/ICPSR/studies/4668"
"1895","https://www.icpsr.umich.edu/web/ICPSR/studies/21523"
"1896","https://www.icpsr.umich.edu/web/ICPSR/studies/9956"
"1897","https://www.icpsr.umich.edu/web/ICPSR/studies/9698"
"1898","https://www.icpsr.umich.edu/web/ICPSR/studies/9578"
"1899","https://www.icpsr.umich.edu/web/ICPSR/studies/34578"
"1900","https://www.icpsr.umich.edu/web/ICPSR/studies/34568"
"1901","https://www.icpsr.umich.edu/web/ICPSR/studies/34552"
"1902","https://www.icpsr.umich.edu/web/ICPSR/studies/34266"
"1903","https://www.icpsr.umich.edu/web/ICPSR/studies/34265"
"1904","https://www.icpsr.umich.edu/web/ICPSR/studies/3951"
"1905","https://www.icpsr.umich.edu/web/ICPSR/studies/36664"
"1906","https://www.icpsr.umich.edu/web/ICPSR/studies/34899"
"1907","https://www.icpsr.umich.edu/web/ICPSR/studies/34312"
"1908","https://www.icpsr.umich.edu/web/ICPSR/studies/36797"
"1909","https://www.icpsr.umich.edu/web/ICPSR/studies/8670"
"1910","https://www.icpsr.umich.edu/web/ICPSR/studies/36179"
"1911","https://www.icpsr.umich.edu/web/ICPSR/studies/3766"
"1912","https://www.icpsr.umich.edu/web/ICPSR/studies/3520"
"1913","https://www.icpsr.umich.edu/web/ICPSR/studies/6163"
"1914","https://www.icpsr.umich.edu/web/ICPSR/studies/2884"
"1915","https://www.icpsr.umich.edu/web/ICPSR/studies/8608"
"1916","https://www.icpsr.umich.edu/web/ICPSR/studies/3949"
"1917","https://www.icpsr.umich.edu/web/ICPSR/studies/9333"
"1918","https://www.icpsr.umich.edu/web/ICPSR/studies/9821"
"1919","https://www.icpsr.umich.edu/web/ICPSR/studies/36373"
"1920","https://www.icpsr.umich.edu/web/ICPSR/studies/28181"
"1921","https://www.icpsr.umich.edu/web/ICPSR/studies/6749"
