"","id","downloads","citations","views","total_checks","passed_checks","warning_checks","failed_checks","failures"
"2541","doi%3A10.6085%2FAA%2FCMRX00_XXXITV2XLSR01_20101206.50.1",0,0,3,20,13,4,3,"The abstract is only 81 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2542","doi%3A10.6085%2FAA%2FFCKX00_XXXITV2XHSR01_20120216.50.1",1,0,13,20,13,4,3,"The abstract is only 81 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2543","ricoperdiz.4.1",0,0,159,16,9,4,3,"The abstract is only 40 word(s) long but 100 or more is required.discoveryThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification"
"2544","doi%3A10.6085%2FAA%2FSHLX00_XXXITV2XMMR02_20090527.50.1",4,0,63,20,13,4,3,"The abstract is only 81 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2545","doi%3A10.6085%2FAA%2FHMS001_020MXTI004R00_20030325.50.5",0,0,83,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2546","doi%3A10.6085%2FAA%2FPTSXXX_015MTBD014R00_20090525.50.1",0,0,9,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2547","doi%3A10.6085%2FAA%2FHAZXXX_015MTBD009R00_20020906.50.5",1,0,80,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2548","doi%3A10.5063%2FAA%2Fobfs.47.2",0,0,48,NA,NA,NA,NA,""
"2549","judithk.766.38",34,0,84,20,10,6,4,"No abstract sections were found.discoveryThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identificationA methods section is not present, so unable to check method step descriptions word count.interpretation"
"2550","doi%3A10.5063%2FAA%2Fknz.5.1",0,0,200,16,11,1,4,"The abstract is only 38 word(s) long but 100 or more is required.discoveryThe number of words in the dataset's title is 4. The minimum required word count is 7.identificationThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification"
"2551","doi%3A10.6085%2FAA%2FJALXXX_015MTBD009R00_19990812.50.6",0,0,79,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2552","doi%3A10.6085%2FAA%2FBBYX00_XXXIBTNXMBR22_20100625.50.1",4,0,60,20,14,4,2,"More than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2553","doi%3A10.5063%2FAA%2Fnrs.630.1",0,0,121,16,10,1,5,"The abstract is only 34 word(s) long but 100 or more is required.discoveryThe number of words in the dataset's title is 6. The minimum recommended word count is 7.identificationThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification1 of 1 method step descriptions have fewer than the minimum recommended 7 wordsinterpretation"
"2554","doi%3A10.5063%2FAA%2Fdpennington.96.2",22,0,185,16,12,2,2,"The document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification"
"2555","knb.1220.2",12,0,287,16,11,3,2,"The abstract is only 77 word(s) long but 100 or more is required.discoveryThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identification"
"2556","doi%3A10.5063%2FAA%2Fnceas.951.28",NA,0,NA,20,14,4,2,"The document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA methods section is not present, so unable to check method step descriptions word count.interpretation"
"2557","doi%3A10.6085%2FAA%2FFCKX00_XXXITV2XLSR02_20101205.50.1",0,0,3,20,13,4,3,"The abstract is only 81 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2558","doi%3A10.6085%2FAA%2FANSXXX_015MTBD003R00_20100103.50.1",3,0,13,20,14,3,3,"The abstract is only 59 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2559","doi%3A10.6085%2FAA%2FPURXXX_015MTBD003R00_20081117.50.1",0,0,9,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2560","doi%3A10.6085%2FAA%2FTRLXXX_015MTBD009R00_20081107.50.1",0,0,9,20,14,3,3,"The abstract is only 59 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2561","judithk.1012.27",6,0,276,20,9,6,5,"No abstract sections were found.discoveryThe number of words in the dataset's title is 6. The minimum recommended word count is 7.identificationThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identificationA methods section is not present, so unable to check method step descriptions word count.interpretation"
"2562","peggym.36.16",3,0,13,20,14,4,2,"The document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification"
"2563","doi%3A10.6085%2FAA%2FGHVX00_XXXITBDXLSR01_19990501.50.6",0,0,81,20,13,4,3,"The abstract is only 60 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2564","HAWK.4.5",57,0,442,20,14,3,3,"The number of words in the dataset's title is 1. The minimum required word count is 7.identificationThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification"
"2565","doi%3A10.5063%2FAA%2Fdpennington.71.7",21,0,293,16,12,2,2,"The document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification"
"2566","doi%3A10.5063%2FAA%2Fnceas.284.4",488,0,NA,20,14,1,5,"The number of words in the dataset's title is 4. The minimum required word count is 7.identificationThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA textual description of the geographic coverage of this dataset is not present.discoveryA set of bounding coordinates describing the geographic coverage of this dataset is not present.discoveryA publication date is not present.identification"
"2567","doi%3A10.6085%2FAA%2FPOHX00_XXXIBTNXTSR01_20080804.50.1",0,0,64,20,13,4,3,"The abstract is only 71 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2568","doi%3A10.6085%2FAA%2FTPT001_018MXTI017R00_20070405.50.1",0,0,67,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2569","doi%3A10.5063%2FF1G15Z0M",173,0,210,16,9,3,4,"The abstract is only 99 word(s) long but 100 or more is required.discoveryThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identificationA methods section is not present, so unable to check method step descriptions word count.interpretation"
"2570","doi%3A10.6085%2FAA%2FPELXXX_015MTBD003R00_20090402.50.1",1,0,11,20,14,3,3,"The abstract is only 59 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2571","doi%3A10.5063%2FF18G8J29",82,0,104,16,13,0,3,"The abstract is only 19 word(s) long but 100 or more is required.discoveryThe number of words in the dataset's title is 2. The minimum required word count is 7.identification1 of 1 method step descriptions have fewer than the minimum recommended 7 wordsinterpretation"
"2572","doi%3A10.6085%2FAA%2FPOHX00_XXXITV2XMMR01_20100714.50.1",4,0,65,20,13,4,3,"The abstract is only 82 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2573","doi%3A10.6085%2FAA%2FIPPTXX_XXXITBDXMSR00_20020422.50.3",0,0,75,20,14,3,3,"The abstract is only 40 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2574","doi%3A10.5063%2FF1668B3W",171,0,756,20,15,3,2,"The document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification"
"2575","doi%3A10.6085%2FAA%2FVALXXX_015MTBD014R00_20090217.50.1",0,0,11,20,14,3,3,"The abstract is only 59 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2576","doi%3A10.5063%2FAA%2Fbowdish.91.4",0,0,558,16,8,3,5,"The abstract is only 81 word(s) long but 100 or more is required.discoveryThe number of words in the dataset's title is 6. The minimum recommended word count is 7.identificationThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identificationA methods section is not present, so unable to check method step descriptions word count.interpretation"
"2577","doi%3A10.6085%2FAA%2FSMGXXX_015MTBD009R00_20090324.50.1",0,0,12,20,14,3,3,"The abstract is only 59 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2578","doi%3A10.6085%2FAA%2FSMSXXX_015ADCP015R00_20080528.50.1",0,0,74,20,15,2,3,"The abstract is only 68 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2579","doi%3A10.5063%2FAA%2Fnrs.154.4",0,0,103,NA,NA,NA,NA,""
"2580","doi%3A10.5063%2FAA%2Faccess.9.1",52,0,146,20,7,5,8,"No abstract sections were found.discoveryThe number of words in the dataset's title is 3. The minimum required word count is 7.identificationThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA description of this dataset's temporal coverage is not present.discoveryA textual description of the geographic coverage of this dataset is not present.discoveryA set of bounding coordinates describing the geographic coverage of this dataset is not present.discoveryA publication date is not present.identificationA methods section is not present, so unable to check method step descriptions word count.interpretation"
"2581","doi%3A10.6085%2FAA%2FCARX00_XXXIBTNXTSR01_20070322.50.1",1,0,13,20,13,4,3,"The abstract is only 70 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2582","doi%3A10.5063%2FF1K935RW",14,0,388,16,10,2,4,"The abstract is only 63 word(s) long but 100 or more is required.discoveryThe number of words in the dataset's title is 5. The minimum recommended word count is 7.identificationThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA methods section is not present, so unable to check method step descriptions word count.interpretation"
"2583","doi%3A10.6085%2FAA%2FFCKX00_XXXITV2XLSR03_20110324.50.2",0,0,23,20,13,4,3,"The abstract is only 81 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2584","doi%3A10.6085%2FAA%2FCMRX00_XXXITBDXLSR02_20060618.50.5",7,0,92,20,13,4,3,"The abstract is only 60 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2585","doi%3A10.6085%2FAA%2FLBN15X_015MTV2001R00_20110719.50.1",3,0,14,20,14,3,3,"The abstract is only 62 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2586","knb.359.2",0,0,177,16,9,3,4,"The abstract is only 10 word(s) long but 100 or more is required.discoveryThe number of words in the dataset's title is 3. The minimum required word count is 7.identificationThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA methods section is not present, so unable to check method step descriptions word count.interpretation"
"2587","doi%3A10.6085%2FAA%2FJOE001_023MTBD022R00_20100622.50.1",0,0,71,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2588","vbba.3.1",0,0,184,16,9,4,3,"The number of words in the dataset's title is 4. The minimum required word count is 7.identificationThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification"
"2589","nrs.879.1",0,0,172,16,11,2,3,"The abstract is only 73 word(s) long but 100 or more is required.discoveryThe number of words in the dataset's title is 4. The minimum required word count is 7.identificationThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identification"
"2590","doi%3A10.6085%2FAA%2FCA100X_100MTBD050R00_20060706.50.5",2,0,28,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2591","doi%3A10.6085%2FAA%2FSHLX00_XXXITV2XMMR03_20081017.50.1",4,0,61,20,13,4,3,"The abstract is only 81 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2592","doi%3A10.5063%2FAA%2Fnrs.158.7",0,0,176,NA,NA,NA,NA,""
"2593","doi%3A10.6085%2FAA%2FJHDX00_XXXITBDXMSR01_20010312.50.5",0,0,78,20,13,4,3,"The abstract is only 64 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2594","doi%3A10.6085%2FAA%2FTPT007_060MTBD010R00_20070331.50.1",0,0,66,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2595","doi%3A10.6085%2FAA%2FBIG001_026MTBD025R00_20100414.50.1",1,0,72,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2596","doi%3A10.6085%2FAA%2FJHDX00_XXXITBDXMSR02_20010311.50.4",0,0,76,20,13,4,3,"The abstract is only 64 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2597","doi%3A10.6085%2FAA%2FFCKX00_XXXITBDXMMR02_20080605.50.1",3,0,6,20,13,4,3,"The abstract is only 79 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2598","doi%3A10.6085%2FAA%2Fpisco_recruitment.354.2",116,0,19,20,14,4,2,"The document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification"
"2599","doi%3A10.6085%2FAA%2FYBHX00_XXXITBDXLSR03_20000407.50.5",0,0,77,20,13,4,3,"The abstract is only 60 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2600","doi%3A10.5063%2FAA%2Fgeorgia.8.2",0,0,234,16,5,3,8,"The abstract is only 18 word(s) long but 100 or more is required.discoveryThe number of words in the dataset's title is 5. The minimum recommended word count is 7.identificationThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA description of this dataset's temporal coverage is not present.discoveryA textual description of the geographic coverage of this dataset is not present.discoveryA set of bounding coordinates describing the geographic coverage of this dataset is not present.discoveryA publication date is not present.identificationA methods section is not present, so unable to check method step descriptions word count.interpretation"
"2601","doi%3A10.5063%2FAA%2Fdpennington.284.2",17,0,179,16,12,2,2,"The document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification"
"2602","doi%3A10.5063%2FAA%2Fobfs.57.2",0,0,72,NA,NA,NA,NA,""
"2603","doi%3A10.6085%2FAA%2FSQP001_021MXTI012R00_20081020.50.1",0,0,71,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2604","urn%3Auuid%3A45eb554d-12a7-4bf2-933e-3e60a064882f",8,0,13,16,10,3,3,"The abstract is only 60 word(s) long, and 100 or more words are required.discoveryThe number of words in the dataset's title is 27. The maximum recommended word count is 20.identificationA methods section is not present.interpretation"
"2605","doi%3A10.6085%2FAA%2FGHVX00_XXXITV2XLSR02_20111210.50.1",0,0,9,20,13,4,3,"The abstract is only 81 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2606","doi%3A10.5063%2FAA%2Fknb.291.1",0,0,127,16,14,0,2,"The number of words in the dataset's title is 5. The minimum recommended word count is 7.identificationThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identification"
"2607","doi%3A10.6085%2FAA%2FJALXXX_015MTBD014R00_20080927.50.1",0,0,12,20,14,3,3,"The abstract is only 59 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2608","doi%3A10.6085%2FAA%2FYB15XX_015MXTI001R00_20030512.50.5",2,0,75,20,14,3,3,"The abstract is only 57 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2609","doi%3A10.6085%2FAA%2FYBHX00_XXXITV2XMMR02_20100808.50.1",2,0,62,20,13,4,3,"The abstract is only 81 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2610","doi%3A10.5063%2FAA%2Fobfs2.361.2",0,0,177,16,10,3,3,"More than one license was found which was an unexpected state.identificationA publication date is not present.identificationA methods section is not present, so unable to check method step descriptions word count.interpretation"
"2611","doi%3A10.5063%2FAA%2Fdpennington.24.7",16,0,286,16,11,2,3,"The number of words in the dataset's title is 6. The minimum recommended word count is 7.identificationThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification"
"2612","doi%3A10.5063%2FAA%2Fobfs2.403.1",0,0,217,16,9,3,4,"The abstract is only 50 word(s) long but 100 or more is required.discoveryThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identificationA methods section is not present, so unable to check method step descriptions word count.interpretation"
"2613","doi%3A10.6085%2FAA%2FHMS001_020ADCP019R00_20010703.50.5",0,0,76,20,15,2,3,"The abstract is only 68 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2614","doi%3A10.6085%2FAA%2FGHVX00_XXXITBDXLSR02_20071124.50.2",3,0,77,20,13,4,3,"The abstract is only 79 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2615","doi%3A10.5063%2FAA%2Fnewmang.3.1",0,0,24,NA,NA,NA,NA,""
"2616","doi%3A10.6085%2FAA%2FLAC001_023MTBD004R00_20060406.50.8",0,0,85,20,14,3,3,"The abstract is only 59 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2617","knb.766.2",44,0,278,16,10,3,3,"The abstract is only 83 word(s) long but 100 or more is required.discoveryThe number of words in the dataset's title is 5. The minimum recommended word count is 7.identificationThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identification"
"2618","doi%3A10.6085%2FAA%2FLNDXXX_013MTBD004R00_20030805.50.5",0,0,77,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2619","doi%3A10.6085%2FAA%2FYBHX00_XXXIBTNXMBR12_20080615.50.1",1,0,60,20,14,4,2,"More than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2620","doi%3A10.6085%2FAA%2FKL027X_027MTBD007R00_20050608.50.5",1,0,19,20,14,3,3,"The abstract is only 57 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2621","doi%3A10.5063%2FF1N29V2P",334,0,241,16,9,3,4,"The number of words in the dataset's title is 1. The minimum required word count is 7.identificationThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identificationA methods section is not present, so unable to check method step descriptions word count.interpretation"
"2622","doi%3A10.6085%2FAA%2FALEXXX_015MTBD009R00_20101024.50.1",1,0,14,20,14,3,3,"The abstract is only 59 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2623","doi%3A10.6085%2FAA%2FPOHX00_XXXIBTNXTSR01_20090512.50.1",0,0,63,20,13,4,3,"The abstract is only 71 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2624","doi%3A10.6085%2FAA%2FGHVX00_XXXITV2XLSR02_20100911.50.1",0,0,63,20,13,4,3,"The abstract is only 81 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2625","doi%3A10.6085%2FAA%2FLB30XX_030MXTI029R00_20060816.50.2",1,0,72,20,14,3,3,"The abstract is only 59 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2626","doi%3A10.6085%2FAA%2FFCKX00_XXXITBDXMMR01_20030826.50.5",4,0,81,20,13,4,3,"The abstract is only 74 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2627","doi%3A10.6085%2FAA%2FWILXXX_015MTBD014R00_20011005.50.5",0,0,76,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2628","doi%3A10.5063%2FAA%2Fnceas.885.4",89,0,720,20,13,5,2,"The abstract is only 52 word(s) long but 100 or more is required.discoveryThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identification"
"2629","doi%3A10.6085%2FAA%2FBIG001_026MTBD000R00_20070830.50.1",3,0,69,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2630","doi%3A10.5063%2FAA%2Fdpennington.19.5",20,0,238,16,11,2,3,"The number of words in the dataset's title is 6. The minimum recommended word count is 7.identificationThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA publication date is not present.identification"
"2631","doi%3A10.6085%2FAA%2FRKPX00_XXXITV2XMMR01_20090725.50.1",4,0,63,20,13,4,3,"The abstract is only 81 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2632","doi%3A10.6085%2FAA%2FSHN15X_015MXTI001R00_20090616.50.1",0,0,67,20,14,3,3,"The abstract is only 60 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2633","doi%3A10.6085%2FAA%2FSHLX00_XXXIBTNXTSR01_20090308.50.1",4,0,66,20,13,4,3,"The abstract is only 70 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2634","knb.1111.4",156,0,488,16,13,1,2,"The abstract is only 87 word(s) long but 100 or more is required.discoveryThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identification"
"2635","doi%3A10.6085%2FAA%2FRKPX00_XXXIBTNXMBR21_20090511.50.1",1,0,62,20,14,4,2,"More than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2636","doi%3A10.5063%2FAA%2Fknb.212.1",0,0,230,16,13,1,2,"The abstract is only 63 word(s) long but 100 or more is required.discoveryThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identification"
"2637","doi%3A10.6085%2FAA%2FYBHX00_XXXITV2XHSR01_20101108.50.1",0,0,62,20,13,4,3,"The abstract is only 81 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2638","doi%3A10.6085%2FAA%2FCARX00_XXXITBDXHSR01_20081209.50.1",4,0,66,20,13,4,3,"The abstract is only 79 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2639","knb.946.1",1,0,261,16,9,3,4,"The abstract is only 31 word(s) long but 100 or more is required.discoveryThe number of words in the dataset's title is 6. The minimum recommended word count is 7.identificationThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identificationA methods section is not present, so unable to check method step descriptions word count.interpretation"
"2640","doi%3A10.5063%2FF1445JW7",0,0,0,16,11,2,3,"The abstract is only 47 word(s) long, and 100 or more words are required.discoveryThe number of words in the dataset's title is 21. The maximum recommended word count is 20.identificationA methods section is not present.interpretation"
"2641","doi%3A10.6085%2FAA%2FVALXXX_015MTBD003R00_20080712.50.1",0,0,10,20,14,3,3,"The abstract is only 59 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2642","doi%3A10.6085%2FAA%2FVALXXX_015MTBD014R00_20110517.50.1",0,0,9,20,14,3,3,"The abstract is only 59 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2643","doi%3A10.6085%2FAA%2FSRKX00_XXXITV2XLSR03_20101108.50.1",2,0,64,20,13,4,3,"The abstract is only 81 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2644","doi%3A10.6085%2FAA%2FYB15XX_015MXTI009R00_20040708.50.5",1,0,73,20,14,3,3,"The abstract is only 57 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2645","doi%3A10.6085%2FAA%2FSSM001_022MTBD006R00_20100517.50.1",3,0,67,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2646","doi%3A10.6085%2FAA%2FJOE001_023MTBD014R00_20090131.50.1",0,0,71,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2647","doi%3A10.6085%2FAA%2FFCKX00_XXXIBTNXTSR01_20100226.50.2",0,0,73,20,13,4,3,"The abstract is only 70 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2648","doi%3A10.5063%2FAA%2Fnrs.763.1",0,0,256,16,13,1,2,"The document is not licensed with a Creative Commons CC-0 or CC-BY license.identification1 of 1 method step descriptions have fewer than the minimum recommended 7 wordsinterpretation"
"2649","doi%3A10.6085%2FAA%2FICHIXX_XXXITBDXLZR01_20010817.50.6",0,0,77,20,13,4,3,"The abstract is only 62 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2650","doi%3A10.6085%2FAA%2FJOE001_023MTBD005R00_20090731.50.1",0,0,69,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2651","doi%3A10.6085%2FAA%2FHMS001_020MXTI004R00_20000816.50.5",0,0,78,20,14,3,3,"The abstract is only 58 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2652","doi%3A10.6085%2FAA%2FYB15XX_015MTV2014R00_20070712.50.1",0,0,6,20,14,3,3,"The abstract is only 61 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2653","doi%3A10.6085%2FAA%2FCARX00_XXXITV2XLSR03_20101105.50.2",1,0,75,20,13,4,3,"The abstract is only 81 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2654","doi%3A10.5063%2FF12B8WC7",109,0,49,16,15,0,1,"The abstract is only 38 word(s) long but 100 or more is required.discovery"
"2655","doi%3A10.6085%2FAA%2FRKPX00_XXXITV2XLSR02_20100907.50.1",2,0,66,20,13,4,3,"The abstract is only 81 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2656","doi%3A10.6085%2FAA%2FIANMXX_XXXITBPXMSR00_20060101.50.3",1,0,71,20,14,3,3,"The abstract is only 40 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2657","doi%3A10.6085%2FAA%2FLB15XX_015MXTI001R00_20100823.50.2",1,0,81,20,14,3,3,"The abstract is only 59 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
"2658","doi%3A10.5063%2FF1VH5KSM",NA,0,283,16,12,2,2,"The number of words in the dataset's title is 21. The maximum recommended word count is 20.identificationThe document is not licensed with a Creative Commons CC-0 or CC-BY license.identification"
"2659","doi%3A10.6085%2FAA%2FRKPX00_XXXITV2XLSR02_20110323.50.1",0,0,8,20,13,4,3,"The abstract is only 81 word(s) long but 100 or more is required.discoveryMore than one license was found which was an unexpected state.identificationA publication date is not present.identification"
